StartDate,EndDate,Status,IPAddress,Progress,Durationinseconds,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Consent,gender,gender_3_TEXT,age,SM_use,SM_use_freq_1,SM_use_freq_2,SM_use_freq_3,SM_use_freq_4,SM_use_freq_5,SM_use_freq_6,SM_use_freq_7,SM_use_freq_8,SM_use_freq_9,SM_use_freq_10,SM_use_freq_11,education,employment,employment_8_TEXT,income,partisanship,state,Timer1_FirstClick,Timer1_LastClick,Timer1_PageSubmit,Timer1_ClickCount,share_intent1,Credibility1_1,Credibility1_2,Credibility1_3,Credibility1_4,Newsworthiness1_1,Newsworthiness1_2,Newsworthiness1_3,Newsworthiness1_4,Trustworthy_C1_1_1,Honest_C2_1_1,Reliable_C3_1_1,newsworth_feed1_1,newsworth_feed1_2,newsworth_feed1_3,newsworth_feed1_4,newsworth_feed1_5,attn_1_1,Timer2_FirstClick,Timer2_LastClick,Timer2_PageSubmit,Timer2_ClickCount,share_intent2,Credibility2_1,Credibility2_2,Credibility2_3,Credibility2_4,Newsworthiness2_1,Newsworthiness2_2,Newsworthiness2_3,Newsworthiness2_4,Trustworthy_C1_2_1,Honest_C2_2_1,Reliable_C3_2_1,newsworth_feed2_1,newsworth_feed2_2,newsworth_feed2_3,newsworth_feed2_4,newsworth_feed2_5,attn_1_2,Timer3_FirstClick,Timer3_LastClick,Timer3_PageSubmit,Timer3_ClickCount,share_intent3,Credibility3_1,Credibility3_2,Credibility3_3,Credibility3_4,Newsworthiness3_1,Newsworthiness3_2,Newsworthiness3_3,Newsworthiness3_4,Trustworthy_C1_3_1,Honest_C2_3_1,Reliable_C3_3_1,newsworth_feed3_1,newsworth_feed3_2,newsworth_feed3_3,newsworth_feed3_4,newsworth_feed3_5,attn_1_3,Timer4_FirstClick,Timer4_LastClick,Timer4_PageSubmit,Timer4_ClickCount,share_intent4,Credibility4_1,Credibility4_2,Credibility4_3,Credibility4_4,Newsworthiness4_1,Newsworthiness4_2,Newsworthiness4_3,Newsworthiness4_4,Trustworthy_C1_4_1,Honest_C2_4_1,Reliable_C3_4_1,newsworth_feed4_1,newsworth_feed4_2,newsworth_feed4_3,newsworth_feed4_4,newsworth_feed4_5,attn_1_4,Timer5_FirstClick,Timer5_LastClick,Timer5_PageSubmit,Timer5_ClickCount,share_intent5,Credibility5_1,Credibility5_2,Credibility5_3,Credibility5_4,Newsworthiness5_1,Newsworthiness5_2,Newsworthiness5_3,Newsworthiness5_4,Trustworthy_C1_5_1,Honest_C2_5_1,Reliable_C3_5_1,newsworth_feed5_1,newsworth_feed5_2,newsworth_feed5_3,newsworth_feed5_4,newsworth_feed5_5,attn_1_5,Timer6_FirstClick,Timer6_LastClick,Timer6_PageSubmit,Timer6_ClickCount,share_intent6,Credibility6_1,Credibility6_2,Credibility6_3,Credibility6_4,Newsworthiness6_1,Newsworthiness6_2,Newsworthiness6_3,Newsworthiness6_4,Trustworthy_C1_6_1,Honest_C2_6_1,Reliable_C3_6_1,newsworth_feed6_1,newsworth_feed6_2,newsworth_feed6_3,newsworth_feed6_4,newsworth_feed6_5,attn_1_6,Timer7_FirstClick,Timer7_LastClick,Timer7_PageSubmit,Timer7_ClickCount,share_intent7,Credibility7_1,Credibility7_2,Credibility7_3,Credibility7_4,Newsworthiness7_1,Newsworthiness7_2,Newsworthiness7_3,Newsworthiness7_4,Trustworthy_C1_7_1,Honest_C2_7_1,Reliable_C3_7_1,newsworth_feed7_1,newsworth_feed7_2,newsworth_feed7_3,newsworth_feed7_4,newsworth_feed7_5,attn_1_7,Timer8_FirstClick,Timer8_LastClick,Timer8_PageSubmit,Timer8_ClickCount,share_intent8,Credibility8_1,Credibility8_2,Credibility8_3,Credibility8_4,Newsworthiness8_1,Newsworthiness8_2,Newsworthiness8_3,Newsworthiness8_4,Trustworthy_C1_8_1,Honest_C2_8_1,Reliable_C3_8_1,newsworth_feed8_1,newsworth_feed8_2,newsworth_feed8_3,newsworth_feed8_4,newsworth_feed8_5,attn_1_8,news_per_pre_self_1,news_per_pre_self_2,news_per_pre_self_3,news_per_pre_self_4,news_per_pre_self_5,news_per_pre_self_6,news_per_pre_self_7,news_per_pre_self_8,news_per_pre_self_9,news_per_pre_self_10,news_per_pre_self_11,news_per_pre_social_1,news_per_pre_social_2,news_per_pre_social_3,news_per_pre_social_4,news_per_pre_social_5,news_per_pre_social_6,news_per_pre_social_7,news_per_pre_social_8,news_per_pre_social_9,news_per_pre_social_10,news_per_pre_social_11,news_consump_sources_1,news_consump_sources_2,news_consump_sources_3,news_consump_sources_4,news_consump_sources_5,news_consump_sources_6,news_consump_sources_7,news_consump_sources_8,news_consump_sources_9,news_consump_sources_10,news_consump_sources_11,NewsSharing_SM,NewsCred_SM,GenTech_op,AI_acceptance,yiyan1_NFO_1,yiyan1_NFO_2,yiyan1_NFO_3,yiyan1_NFO_4,yiyan1_NFO_5,yiyan1_NFO_6,yiyan2_pub_int_1,yiyan2_pub_int_2,yiyan2_pub_int_3,yiyan2_pub_int_4,yiyan2_pub_int_5,yiyan2_pub_int_6,yiyan3_alg_know_1,yiyan3_alg_know_2,yiyan3_alg_know_3,yiyan3_alg_know_4,yiyan3_alg_know_5,yiyan3_alg_know_6,yiyan3_alg_know_7,yiyan3_alg_know_8,yiyan3_alg_know_9,yiyan3_alg_know_10,yiyan3_alg_know_11,yiyan4_aware,yiyan5_alg_aware_1_1,yiyan5_alg_aware_1_2,yiyan5_alg_aware_1_3,yiyan5_alg_aware_1_4,yiyan5_alg_aware_1_5,yiyan5_alg_aware_1_6,yiyan5_alg_aware_1_7,yiyan5_alg_aware_2_1,yiyan5_alg_aware_2_2,yiyan5_alg_aware_2_3,yiyan5_alg_aware_2_4,yiyan6_attitude,yiyan7_fami_program_1,yiyan7_fami_program_2,yiyan7_fami_program_3,yiyan7_fami_program_4,yiyan7_fami_program_5,yiyan7_fami_program_6,yiyan7_fami_program_7,intro1_1,con1_2,con2_1,con2_2,con3_exp,con3_1,con3_2,con4_exp,con4_1,con4_2,con5_1,con5_2,con6_1,con6_2,personalization_awar,news_per_post_self_1,news_per_post_self_2,news_per_post_self_3,news_per_post_self_4,news_per_post_self_5,news_per_post_self_6,news_per_post_self_7,news_per_post_self_8,news_per_post_self_9,news_per_post_self_10,news_per_post_self_11,news_per_post_social_1,news_per_post_social_2,news_per_post_social_3,news_per_post_social_4,news_per_post_social_5,news_per_post_social_6,news_per_post_social_7,news_per_post_social_8,news_per_post_social_9,news_per_post_social_10,news_per_post_social_11,feed_typefour,valence,feed_type,share_all,Credibility_1,Credibility_2,Credibility_3,Credibility_4,NW_1,NW_2,NW_3,NW_4,credavg_all,nwavg_all
8/31/23 10:58,8/31/23 11:12,0,182.138.85.100,100,823,1,8/31/23 11:12,R_XjKIaLJMdFmjIJ3, , , , ,30.6498,104.0555,anonymous,EN, , ,0,0, ,1,1, ,1976,1,2,4,5,5,5,4,5,2,5,5,5,5,1, ,4,14,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,29.619,0,2,1,2,1,1,1,2,3,3,1,1,1,2,1,2,3,1,2, , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,3,4,4,5,4,5,2,3,4,4,4,5,5,4,5,4,5,2,2,3,2,3,4,4,3,4,4,4,3,2,2,1,1,9,7,8,7,9,7,2,4,2,3,2,2,2,2,2,2,2,2,2,1,2,1,1,7,2,2,1,2,2,1,2,2,2,1,2,2,3,2,1,3,2,2,3, , , , , , , , , , , , , , ,2,4,4,3,3,2,4,4,4,4,2,3,4,4,3,3,4,4,4,4,4,4,2,3,2,act,2,1,2,1,1,1,2,3,3,1.25,2.25
8/31/23 11:00,8/31/23 11:13,0,117.136.31.213,100,736,1,8/31/23 11:13,R_VQn72r2ii40Epm9, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,1, ,1991,1,6,5,6,2,6,4,5,4,5,6,6,5,1, ,4,15,56, , , , , , , , , , , , , , , , , , , , , , ,4.405,69.078,75.437,14,4,5,4,4,5,5,4,3,1,9,9,10,5,5,3,1,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,2,3,5,4,4,3,3,4,5,5,3,1,4,5,4,5,2,4,3,4,1,3,5,2,4,5,5,3,3,3,2,1,1,8,10,10,8,9,9,4,4,5,4,2,2,2,1,2,1,1,2,2,2,1,2,2,9,2,1,2,2,1,2,2,1,2,2,2,5,4,5,3,4,3,5,4, , , , , , , , , , , , , , ,4,4,5,5,3,1,5,3,3,5,2,4,5,5,4,3,3,4,4,4,5,1,3,2,1,memes,4,5,4,4,5,5,4,3,1,4.5,3.25
8/31/23 20:45,8/31/23 20:56,0,183.55.163.81,100,676,1,8/31/23 20:57,R_3Hpj7yW5tjCJDrN, , , , ,34.7732,113.722,anonymous,EN,.899999976, ,0,0, ,1,2, ,2002,1,6,6,6,1,2,1,4,4,1,1,1,5,1, ,9,5,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.134,37.747,38.423,7,1,3,3,3,3,3,3,3,3,5,6,5,4,2,3,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,1,3,1,1,1,3,4,5,1,3,3,1,3,1,3,8,10,10,9,7,7,3,4,3,2,3,2,1,3,1,3,2,2,1,1,2,1,1,8,2,2,2,2,2,2,2,1,2,1,2,3,2,3,1,1,1,1,1, , , , , , , , , , , , , , ,4,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,2,news,1,3,3,3,3,3,3,3,3,3,3
8/31/23 22:02,8/31/23 22:12,0,113.117.196.233,100,631,1,8/31/23 22:12,R_2y3mq5LbIb8OsiC, , , , ,22.5326,113.3646,anonymous,EN, , ,0,0, ,1,1, ,2003,2,4,4,5,2,5,1,4,2,4,4,1,4,1, ,2,15,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.052,40.528,41.402,16,3,4,4,4,3,3,2,2,2,5,5,5,2,4,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,5,4,5,5,4,4,3,4,5,5,3,4,3,5,4,4,3,3,4,3,2,1,1,4,3,3,4,4,1,2,2,2,1,2,10,9,8,8,9,9,3,4,3,2,2,2,2,1,2,2,2,2,2,1,2,1,1,9,2,2,2,2,1,1,1,1,2,1,2,4,2,4,2,3,2,3,3, , , , , , , , , , , , , , ,4,5,5,4,5,4,5,5,4,5,4,3,5,5,4,5,4,5,5,4,5,4,4,4,1,ad,3,4,4,4,3,3,2,2,2,3.75,2.25
8/31/23 22:08,8/31/23 22:24,0,110.191.243.16,100,951,1,8/31/23 22:24,R_8ubORUsvSukhFRf, , , , ,30.6498,104.0555,anonymous,EN, , ,0,0, ,1,1, ,1990,3,5,4,6,2,4,5,6,4,5,4,2,5,1, ,4,1,58,0,0,34.469,0,4,3,4,4,3,1,4,4,3,3,4,5,3,4,4,3,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,4,4,3,5,5,4,4,3,4,4,5,4,4,3,5,5,4,4,3,4,2,4,1,1,4,4,3,4,4,3,2,2,3,1,3,10,9,9,8,9,8,4,5,4,4,1,2,2,1,3,3,2,2,1,1,2,3,1,9,2,2,1,2,1,1,2,1,2,1,2,4,4,4,2,2,1,3,3, , , , , , , , , , , , , , ,4,4,5,4,4,3,5,5,4,4,3,4,4,5,4,5,4,5,5,4,4,4,4,1,1,news,4,3,4,4,3,1,4,4,3,3.5,3
9/1/23 0:53,9/1/23 1:09,0,171.218.189.80,100,914,1,9/1/23 1:09,R_1fjjcNrC01Duogn, , , , ,30.6498,104.0555,anonymous,EN,.899999976, ,0,0, ,1,2, ,2001,1,4,5,6,5,6,4,5,4,6,4,4,6,7, ,9,1,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1.861,72.353,73.446,27,4,3,3,3,3,2,3,2,4,5,4,3,2,3,3,4,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,5,5,4,5,5,4,3,4,5,5,4,5,5,4,5,5,5,4,5,2,2,2,2,3,3,3,5,5,5,4,1,2,1,3,9,9,9,10,9,8,5,5,4,3,2,2,2,3,1,2,2,2,1,2,2,2,2,8,2,2,1,1,1,1,2,1,2,1,2,4,3,3,4,4,4,4,4, , , , , , , , , , , , , , ,4,4,5,3,5,5,4,5,5,4,5,5,5,5,4,5,5,4,5,5,4,5,5,2,2,memes,4,3,3,3,3,2,3,2,4,3,2.75
9/1/23 3:37,9/1/23 3:49,0,117.140.118.203,100,685,1,9/1/23 3:49,R_31urottLQavv0xu, , , , ,23.4679,111.2892,anonymous,EN, , ,0,0, ,1,1, ,1981,1,5,5,6,6,6,1,4,1,6,6,1,3,8, ,3,15,66,0,0,21.212,0,4,4,4,4,4,4,4,4,3,10,10,10,4,4,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,5,3,5,5,3,4,3,4,5,5,4,4,3,4,5,3,4,3,3,1,2,1,2,5,3,3,5,5,5,1,2,2,2,2,10,10,10,10,10,9,4,4,4,4,3,2,1,2,2,2,2,2,2,1,2,2,1,9,2,2,2,2,2,2,2,1,2,1,2,4,4,3,5,5,3,5,5, , , , , , , , , , , , , , ,4,4,5,5,5,3,5,5,3,4,3,3,4,5,5,5,3,4,5,3,4,3,3,1,1,news,4,4,4,4,4,4,4,4,3,4,3.75
9/1/23 5:42,9/1/23 5:53,0,120.230.97.236,100,653,1,9/1/23 5:53,R_1FRt36tU3dHf3yf, , , , ,23.1181,113.2539,anonymous,EN, , ,0,0, ,1,1, ,1998,1,2,1,6,1,6,1,5,1,5,1,4,4,1, ,9,15,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27.19,27.19,27.502,1,4,4,3,2,2,1,5,5,4,5,7,4,1,2,5,4,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,4,4,4,5,5,3,4,3,4,4,5,3,3,4,5,5,4,5,3,4,1,1,1,1,3,3,1,5,5,1,2,3,1,1,3,8,6,7,9,8,8,4,2,3,4,1,2,3,2,2,2,3,2,1,3,3,2,3,10,2,2,1,2,2,1,1,1,2,1,2,3,3,3,2,2,1,5,1, , , , , , , , , , , , , , ,2,5,5,5,4,3,5,5,3,5,3,4,5,5,5,5,4,4,5,4,5,3,3,3,1,act,4,4,3,2,2,1,5,5,4,2.75,3.75
9/1/23 5:59,9/1/23 6:08,0,222.137.129.124,100,545,1,9/1/23 6:08,R_1I3OH4y6gcp0d34, , , , ,34.7599,113.6459,anonymous,EN, , ,0,0, ,1,1, ,2000,1,2,1,5,1,5,1,4,2,5,4,5,4,1, ,1,5,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,23.841,0,2,4,3,4,3,2,2,2,1,7,5,6,4,4,2,1,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,5,5,5,4,5,5,5,2,3,4,5,5,4,5,4,5,5,5,5,3,2,2,2,2,3,3,4,4,4,3,3,3,3,3,2,8,9,8,8,8,8,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,7,2,2,2,2,1,2,2,2,2,2,2,3,4,3,4,4,4,3,4, , , , , , , , , , , , , , ,4,4,5,5,4,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,3,2,2,memes,2,4,3,4,3,2,2,2,1,3.5,1.75
9/1/23 6:50,9/1/23 7:08,0,223.73.92.176,100,1042,1,9/1/23 7:08,R_1QGIdRNNQxAqh9H, , , , ,22.5847,113.0807,anonymous,EN, , ,0,0, ,1,1, ,2000,1,5,2,5,2,6,4,6,4,4,4,5,5,1, ,9,1,56,0,0,60.35,0,4,4,3,3,3,2,3,4,2,6,6,5,4,3,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,4,5,3,4,5,3,3,3,4,4,5,4,5,5,3,4,5,4,4,5,2,4,2,3,4,5,5,4,5,3,1,1,1,1,3,10,9,9,10,10,8,4,4,4,3,2,2,2,1,2,2,2,2,2,1,2,1,1,9,1,1,2,2,1,1,2,1,2,2,2,3,4,2,3,2,2,3,4, , , , , , , , , , , , , , ,4,4,3,4,5,5,3,4,4,4,4,3,3,4,4,5,5,3,4,5,5,4,3,1,1,news,4,4,3,3,3,2,3,4,2,3.25,2.75
9/1/23 7:58,9/1/23 8:06,0,112.7.80.38,100,465,1,9/1/23 8:06,R_BR0KNInfs7gSfGF, , , , ,37.4852,121.4569,anonymous,EN,1, ,0,0, ,1,1, ,2001,1,5,5,6,2,5,4,5,2,5,4,4,5,7, ,1,5,52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4.873,33.169,33.851,16,2,4,4,4,3,3,3,4,2,7,7,7,3,3,4,3,4,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,4,5,2,2,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,5,2,3,1,3,4,4,4,4,4,4,3,3,2,1,3,9,9,8,9,9,9,3,3,3,3,2,2,2,1,1,2,2,3,1,1,2,2,1,7,2,2,2,2,2,2,2,1,2,1,2,3,4,4,2,2,2,4,3, , , , , , , , , , , , , , ,4,4,4,4,5,5,5,4,5,3,4,4,4,4,4,4,5,5,4,5,4,5,5,3,1,act,2,4,4,4,3,3,3,4,2,3.75,3
9/1/23 8:25,9/1/23 8:40,0,223.91.33.82,100,874,1,9/1/23 8:40,R_3MtBs0bsroCIncT, , , , ,33.63,114.6353,anonymous,EN, , ,0,0, ,1,2, ,1996,2,5,2,6,5,5,2,5,5,6,5,4,5,1, ,4,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6.501,53.263,54.77,6,2,2,3,2,3,4,5,5,2,5,5,3,4,3,4,1,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,5,5,5,5,3,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,4,1,3,1,2,4,4,4,5,4,4,1,2,2,1,1,8,8,7,7,9,9,4,4,4,3,1,2,2,2,2,2,2,2,2,1,2,2,1,7,2,2,2,2,2,2,2,2,2,2,2,4,3,3,2,4,4,3,2, , , , , , , , , , , , , , ,5,5,5,5,5,4,5,5,4,4,4,4,5,5,4,5,5,5,5,5,5,5,5,4,1,ad,2,2,3,2,3,4,5,5,2,2.5,4
9/1/23 16:37,9/1/23 16:53,0,220.249.129.20,100,933,1,9/1/23 16:53,R_11bWtypyVlbVs3L, , , , ,26.6564,119.5239,anonymous,EN, , ,0,0, ,1,1, ,2000,1,1,1,6,1,1,4,5,1,5,5,1,4,7, ,2,15,50, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3.094,57.937,59.068,12,2,4,3,2,3,2,4,5,5,8,7,7,4,3,4,3,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,4,5,5,5,3,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,3,1,4,2,3,5,5,4,5,4,4,3,3,3,3,1,9,8,9,9,7,8,3,3,3,2,2,2,2,2,2,2,2,2,1,1,2,2,1,10,2,2,2,2,1,1,2,1,2,1,2,3,4,4,2,3,4,4,4, , , , , , , , , , , , , , ,4,5,5,5,5,5,5,5,5,5,5,3,4,5,4,5,4,5,5,5,5,5,4,1,2,news,2,4,3,2,3,2,4,5,5,3,4
9/1/23 19:27,9/1/23 19:33,0,112.49.86.96,100,385,1,9/1/23 19:33,R_3e4QndkLF8zgpa4, , , , ,26.0492,119.2906,anonymous,EN, , ,0,0, ,1,1, ,1996,1,1,1,5,1,1,1,4,1,6,2,1,5,2, ,3,15,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.044,25.387,25.4,11,1,1,2,3,3,1,1,1,1,3,3,3,1,1,2,1,3,2,3,3,2,4,3,2,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,1,2,3,1,1,2,2,1,3,8,8,8,8,8,8,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,8,2,2,2,2,2,2,2,1,1,2,2,3,3,3,3,3,3,3,4, , , , , , , , , , , , , , ,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,5,3,4,2,ad,1,1,2,3,3,1,1,1,1,2.25,1
9/1/23 20:08,9/1/23 20:19,0,223.74.182.96,100,639,1,9/1/23 20:19,R_1Nad4VVptlBx1sw, , , , ,23.0177,113.7506,anonymous,EN, , ,0,0, ,1,1, ,1992,1,5,4,6,6,6,4,4,4,4,4,5,4,1, ,9,15,58, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.313,35.521,38.525,18,4,4,3,4,3,3,5,5,4,7,6,6,4,3,4,4,2,2, , , , , , , , , , , , , , , , , , , , , , ,3,4,4,4,5,4,4,5,4,4,4,4,4,4,5,5,4,5,5,5,4,5,3,4,2,3,5,5,5,3,3,3,4,2,2,1,3,9,9,10,10,9,7,4,2,3,4,2,2,3,3,2,2,2,2,3,2,2,2,1,8,2,2,2,2,1,2,1,2,1,2,2,4,3,3,4,3,4,4,5, , , , , , , , , , , , , , ,3,3,4,4,3,4,4,4, ,4,4,4,3,3,4,4,4,3,4,4,4,4,4,3,2,act,4,4,3,4,3,3,5,5,4,3.5,4.25
9/1/23 21:24,9/1/23 21:33,0,113.16.16.90,100,588,1,9/1/23 21:33,R_1k1YP4qoFvsAxT2, , , , ,22.6276,110.1507,anonymous,EN, , ,0,30, ,1,1, ,1990,1,2,2,5,6,2,1,6,2,5,1,2,2,7, ,1,5,38, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12.729,12.729,40.852,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,5,5,5,2,5,5,5,4,3,2,4,5,5,5,4,5,5,4,4,4,2,4,1,1,2,3,4,5,5,2,1,2,2,1,1,10,10,10,10,10,10,5,5,5,5,1,2,3,3,2,2,3,3,2,2,3,3,2,10,2,2,1,2,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , ,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,memes,4,5,5,5,5,5,5,5,5,5,5
9/1/23 21:42,9/1/23 22:01,0,223.89.192.6,100,1126,1,9/1/23 22:01,R_skfgjbRv5EvFwYh, , , , ,34.4515,115.6479,anonymous,EN,.899999976, ,0,0, ,1,1, ,1972,2,4,4,5,4,6,2,2,2,4,2,4,4,2, ,2,15,53, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19.98,129.201,134.701,16,4,4,3,3,4,4,4,3,2,6,7,7,4,4,3,4,3,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,5,5,3,4,3,4,3,4,5,4,4,4,5,3,4,4,3,4,4,3,3,4,4,4,4,3,3,2,3,4,1,2,9,10,9,9,9,9,4,4,4,4,2,2,2,3,2,1,2,2,3,3,2,2,1,9,1,1,1,2,1,1,1,2,2,2,2,3,4,3,2,4,4,4,2, , , , , , , , , , , , , , ,4,4,5,4,4,4,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4,4,1,ad,4,4,3,3,4,4,4,3,2,3.5,3.25
